,,,,,,NVC tutti in parallelo,,100 RPM
,C = 430uF,,,,,,,
,,,,,,,,
,uF,mW,mW,,,,,
,C,Po,Pi,,,,,
11,2,"490,581","1,131,859",,,,,
12,3,"567,814","1,097,585",,,,,
13,4,"582,849","1,080,353",,,,,
1,5,"585,299","954,366",,,,,
2,6,"590,049","974,837",,,,,
3,7,"573,973","941,295",,,,,
4,8,"545,494","86,438",,,,,
5,9,"543,655","86,393",,,,,
6,10,"516,552","796,339",,,,,
7,11,"511,503","785,296",,,,,
8,12,"510,453","795,617",,,,,
9,13,"507,749","77,38",,,,,
10,14,"480,366","719,801",,,,,
